# This file was produced by: bcftools roh(1.2-279-g1bdf8e3+htslib-1.2.1-162-gb611659)
# The command line was:	bcftools roh -G30 --AF-dflt 0.4 test.vcf.gz
#
# [1]Chromosome	[2]Position	[3]State (0:HW, 1:AZ)	[4]Quality
1	2436778	0	99.0
1	2441358	0	99.0
1	2442953	0	99.0
1	2443212	0	99.0
1	2444226	0	99.0
1	2444414	0	99.0
1	2445406	0	99.0
1	2446880	0	99.0
1	2446960	0	99.0
1	2452357	0	99.0
1	2452444	0	99.0
1	2452569	0	99.0
1	2494785	0	83.1
1	2496582	0	99.0
1	2520302	0	74.2
1	2520500	0	99.0
1	2520527	0	99.0
1	2523212	0	99.0
1	2524205	0	99.0
1	2524457	0	99.0
1	2524485	0	99.0
1	2535613	0	99.0
1	2535758	0	99.0
1	2537095	0	99.0
1	2537838	0	99.0
1	2541269	0	99.0
1	2560882	0	99.0
1	2560903	0	99.0
1	2564012	0	99.0
1	2564183	0	99.0
1	2573199	0	99.0
1	2792115	0	43.0
1	3301721	0	32.8
1	3312914	0	31.2
1	3328358	0	31.2
1	3350134	0	31.4
1	3383665	0	63.1
1	3383898	0	37.7
1	3389727	0	37.7
1	3390238	0	68.4
1	3394456	0	35.8
1	3394640	0	63.2
1	3394674	0	21.5
1	3395039	0	21.2
1	3395229	0	20.2
1	3396609	0	20.0
1	3397188	0	19.5
1	3416449	0	19.4
1	3418391	0	18.4
1	3418565	0	18.4
1	3418578	0	18.4
1	3421541	0	18.4
1	3421658	0	18.4
1	3421897	0	18.4
1	3424508	0	18.4
1	3425183	0	18.4
1	3426594	0	18.4
1	3427562	0	18.5
1	3428160	0	18.6
1	3428424	0	49.4
1	3428428	0	18.9
1	3440919	0	18.9
1	3496479	0	18.9
1	3518944	0	19.4
1	3531441	0	19.9
1	3544346	0	20.8
1	3548136	0	55.3
1	3548342	0	51.1
1	3549852	0	82.1
1	3552780	0	99.0
1	3555428	0	64.8
1	3607520	0	94.4
1	3638674	0	89.4
1	3638834	0	99.0
1	3639643	0	99.0
1	3645835	0	83.8
1	3645844	0	99.0
1	3646137	0	99.0
1	3646192	0	99.0
1	3646214	0	76.7
1	3646291	0	76.1
1	3647962	0	75.3
1	3648254	0	71.6
1	3659657	0	99.0
1	3669201	0	99.0
1	3669205	0	99.0
1	3672156	0	99.0
1	3684107	0	99.0
1	3688030	0	65.4
1	3698017	0	96.3
1	3701580	0	99.0
1	3701663	0	99.0
1	3701832	0	99.0
1	3703337	0	99.0
1	3731959	0	74.4
1	3731965	0	99.0
1	3732103	0	99.0
1	3732707	0	79.7
1	3732782	0	75.3
1	3742179	0	75.2
1	3742257	0	75.5
1	3743109	0	99.0
1	3743132	0	90.6
1	3743151	0	90.7
1	3743319	0	99.0
1	3743391	0	99.0
1	3745721	0	99.0
1	3745787	0	99.0
1	3746254	0	99.0
1	3746585	0	96.8
1	3746589	0	99.0
1	3747603	0	96.6
1	3750731	0	79.0
1	3753013	0	76.6
1	3753934	0	99.0
1	3755675	0	99.0
1	3756493	0	73.0
1	3759784	0	72.3
1	3761650	0	72.5
1	3761772	0	74.9
1	3762080	0	99.0
1	3764216	0	86.4
1	3765424	0	99.0
1	3769033	0	99.0
1	3774130	0	99.0
1	3774138	0	99.0
1	3775454	0	99.0
1	3807593	0	99.0
1	4235683	0	37.8
1	4235768	0	30.1
1	4772053	0	30.1
1	4772717	0	33.4
1	4829795	0	64.2
1	4829835	0	99.0
1	4834420	0	99.0
1	5923788	0	84.4
1	5925040	0	90.1
1	5925371	0	99.0
1	5926507	0	89.2
1	5927738	0	99.0
1	5934837	0	99.0
1	5935162	0	73.6
1	5937091	0	73.7
1	5937246	0	78.6
1	5937327	0	99.0
1	5937391	0	99.0
1	5939544	0	98.0
1	5939837	0	99.0
1	5947308	0	85.4
1	5948677	0	99.0
1	5964991	0	67.3
1	5965381	0	60.2
1	5987696	0	91.0
1	6007446	0	51.6
1	6007474	0	50.5
1	6021704	0	50.5
1	6038583	0	82.4
1	6046432	0	99.0
1	6145465	0	60.6
1	6158540	0	89.6
1	6171992	0	99.0
1	6172840	0	59.6
1	6172875	0	59.6
1	6181300	0	59.6
1	6184092	0	93.6
1	6184192	0	74.7
1	6188546	0	74.7
1	6188779	0	99.0
1	6194347	0	99.0
1	6194960	0	84.4
1	6195024	0	99.0
1	6195209	0	99.0
1	6195493	0	99.0
1	6195548	0	99.0
1	6196493	0	99.0
1	6196517	0	99.0
1	6196943	0	99.0
1	6196951	0	99.0
1	6203888	0	99.0
1	6204161	0	99.0
1	6204222	0	99.0
1	6204266	0	99.0
1	6204411	0	97.8
1	6206153	0	99.0
1	6206648	0	99.0
1	6209363	0	99.0
1	6210970	0	99.0
1	6211183	0	99.0
1	6211340	0	99.0
1	6215736	0	78.8
1	6253624	0	98.9
1	6257856	0	53.4
1	6313938	0	84.1
1	6314349	0	99.0
1	6314748	0	94.6
1	6314822	0	99.0
1	6355065	0	99.0
1	6387276	0	90.4
1	6387327	0	99.0
1	6387528	0	99.0
1	6399711	0	99.0
1	6399724	0	99.0
1	6420490	0	99.0
1	6473294	0	52.9
1	6511582	0	50.8
1	6521150	0	52.4
1	6524501	0	54.6
1	6525335	0	89.6
1	6527745	0	99.0
1	6528468	0	99.0
1	6529188	0	99.0
1	6529443	0	99.0
1	6529748	0	99.0
1	6530189	0	99.0
1	6530435	0	99.0
1	6531124	0	99.0
1	6535048	0	99.0
1	6535242	0	99.0
1	6535274	0	99.0
1	6579607	0	99.0
1	6579653	0	99.0
1	6585804	0	99.0
1	6586070	0	99.0
1	6586553	0	82.5
1	6591937	0	80.3
1	6593532	0	99.0
1	6601773	0	99.0
1	6608057	0	99.0
1	6608503	0	99.0
1	6609559	0	99.0
1	6609851	0	99.0
1	6609896	0	99.0
1	6609958	0	99.0
1	6610366	0	99.0
1	6610382	0	99.0
1	6614535	0	99.0
1	6631319	0	99.0
1	6635231	0	99.0
1	6635306	0	80.1
1	6636461	0	99.0
1	6637171	0	99.0
1	6649302	0	99.0
1	6679848	0	95.9
1	6681744	0	99.0
1	6690477	0	99.0
1	6695802	0	99.0
1	6697214	0	99.0
1	6704635	0	99.0
1	6711146	0	71.4
1	6713114	0	99.0
1	6761702	0	99.0
1	7202190	0	42.8
1	7527824	0	68.8
1	7527996	0	98.7
1	7723957	0	99.0
1	7725284	0	97.3
1	7737799	0	99.0
1	7796641	0	92.9
1	7805208	0	94.5
1	7805785	0	99.0
1	7807897	0	99.0
1	7811215	0	99.0
1	7812398	0	99.0
1	7833485	0	99.0
1	7845695	0	97.4
1	7854209	0	65.8
1	7861068	0	97.3
1	7861304	0	99.0
1	7861345	0	99.0
1	7863293	0	99.0
1	7863944	0	99.0
1	7869915	0	99.0
1	7870048	0	64.5
1	7870144	0	64.4
1	7879685	0	64.4
1	7880469	0	99.0
1	7880479	0	99.0
1	7880683	0	99.0
1	7880787	0	99.0
1	7887248	0	99.0
1	7887493	0	99.0
1	7889804	0	90.9
1	7889941	0	88.5
1	7890117	0	99.0
1	7890264	0	99.0
1	7897133	0	99.0
1	7906476	0	99.0
1	7907971	0	69.2
1	7913430	0	99.0
1	7998963	0	63.9
1	8000025	0	99.0
1	8029256	0	99.0
1	8029509	0	99.0
1	8074187	0	99.0
1	8075894	0	99.0
1	8384268	0	61.3
1	8390495	0	47.2
1	8395441	0	47.6
1	8404093	0	79.2
1	8404169	0	99.0
1	8415418	0	87.3
1	8419629	0	99.0
1	8419766	0	99.0
1	8422676	0	99.0
1	8425900	0	99.0
1	8526142	0	96.4
1	8557691	0	86.5
1	8601118	0	90.1
1	8716543	0	84.5
1	8858532	0	79.4
1	8858781	0	99.0
1	8859491	0	71.3
1	8924282	0	99.0
1	9009406	0	84.1
1	9009444	0	99.0
1	9009451	0	99.0
1	9009470	0	99.0
1	9011537	0	99.0
1	9011586	0	99.0
1	9011627	0	99.0
1	9011722	0	99.0
1	9017204	0	99.0
1	9030964	0	99.0
1	9034421	0	99.0
1	9073483	0	99.0
1	9073801	0	39.4
1	9074932	0	39.3
1	9079154	0	39.3
1	9084924	0	39.3
1	9098230	0	39.4
1	9117406	0	40.1
1	9121507	0	75.2
1	9121537	0	54.0
1	9165685	0	54.0
1	9165779	0	56.3
1	9171238	0	87.1
1	9305445	0	61.3
1	9307033	0	97.8
1	9307138	0	99.0
1	9307230	0	99.0
1	9324571	0	99.0
1	9324670	0	99.0
1	9401282	0	99.0
1	9658465	0	38.6
1	9658707	0	35.5
1	9661061	0	35.5
1	9670483	0	35.5
1	9714177	0	35.9
1	9714247	0	86.4
1	9770714	0	88.4
1	9779871	0	94.4
1	9780382	0	99.0
1	9782766	0	99.0
1	9784423	0	99.0
1	9793968	0	99.0
1	9816620	0	98.1
1	9996707	0	85.4
1	10036009	0	83.0
1	10042133	0	97.5
1	10190884	0	91.9
1	10209419	0	87.1
1	10218377	0	99.0
1	10218439	0	99.0
1	10231463	0	99.0
1	10240094	0	99.0
1	10342629	0	92.0
1	10464175	0	80.6
1	10502245	0	84.9
1	10511544	0	96.0
1	10511589	0	99.0
1	10529194	0	83.5
1	10555257	0	94.9
1	10596388	0	57.1
1	10615775	0	88.4
1	10678488	0	90.6
1	10678610	0	99.0
1	10678655	0	99.0
1	10706091	0	88.7
1	10709267	0	99.0
1	10709309	0	99.0
1	10709441	0	99.0
1	10713765	0	99.0
1	10719645	0	67.9
1	10719818	0	66.7
1	10725387	0	97.5
1	11008497	0	89.5
1	11008695	0	99.0
1	11014118	0	99.0
1	11015165	0	99.0
1	11015325	0	99.0
1	11018723	0	99.0
1	11024353	0	99.0
1	11024381	0	99.0
1	11074250	0	99.0
1	11079077	0	97.7
1	11087524	0	99.0
1	11087835	0	99.0
1	11090916	0	99.0
1	11105106	0	99.0
1	11105122	0	99.0
1	11119135	0	99.0
1	11119899	0	57.7
1	11126569	0	57.6
1	11126941	0	57.8
1	11128001	0	57.9
1	11128654	0	58.5
1	11129434	0	90.4
1	11129437	0	68.3
1	11129848	0	68.3
1	11132217	0	68.3
1	11134157	0	99.0
1	11137778	0	99.0
1	11140622	0	77.9
1	11141187	0	99.0
1	11151779	0	69.8
1	11187893	0	60.9
1	11205058	0	90.8
1	11288618	0	52.1
1	11288633	0	48.3
1	11288758	0	48.3
1	11289161	0	48.4
1	11292666	0	48.4
1	11292753	0	50.6
1	11292952	0	81.6
1	11293147	0	52.0
1	11293200	0	52.0
1	11293959	0	52.0
1	11294474	0	52.1
1	11301714	0	83.0
1	11317320	0	97.9
1	11318763	0	42.4
1	11319587	0	42.2
1	11486922	0	42.2
1	11487032	0	41.2
1	11561164	0	41.2
1	11561937	0	49.4
1	11562913	0	80.9
1	11575398	0	53.4
1	11584164	0	52.3
1	11590776	0	83.1
1	11593793	0	38.9
1	11594400	0	38.2
1	11595295	0	38.2
1	11596455	0	38.2
1	11596762	0	38.2
1	11709052	0	38.2
1	11710312	0	40.8
1	11728675	0	71.7
1	11728952	0	99.0
1	11731177	0	99.0
1	11735269	0	99.0
1	11735652	0	99.0
1	11735877	0	99.0
1	11737051	0	99.0
1	11737551	0	99.0
1	11740358	0	99.0
1	11771988	0	99.0
1	11772303	0	99.0
1	11772340	0	97.7
1	11772526	0	99.0
1	11779762	0	99.0
1	11788564	0	60.6
1	11827304	0	59.2
1	11831595	0	62.7
1	11832289	0	98.7
1	11844214	0	99.0
1	11847436	0	99.0
1	11849447	0	99.0
1	11851003	0	85.1
1	11851118	0	99.0
1	11851185	0	99.0
1	11851481	0	99.0
1	11852300	0	99.0
1	11854457	0	99.0
1	11854476	0	90.2
1	11854671	0	99.0
1	11860458	0	99.0
1	11879685	0	99.0
1	11883629	0	52.2
1	11884555	0	51.9
1	11888384	0	51.9
1	11889468	0	52.1
1	11897271	0	52.3
1	11897592	0	93.3
1	11898849	0	81.8
1	11899033	0	99.0
1	11900035	0	99.0
1	11900385	0	93.7
1	11900437	0	99.0
1	11905981	0	99.0
1	11906068	0	99.0
1	11907603	0	99.0
1	11938340	0	99.0
1	11938866	0	66.1
1	11939720	0	66.3
1	11940266	0	98.2
1	11940483	0	66.7
1	11983206	0	66.3
1	12009734	0	90.4
1	12009955	0	99.0
1	12009956	0	99.0
1	12010046	0	99.0
1	12010469	0	99.0
1	12024607	0	99.0
1	12024923	0	99.0
1	12025353	0	99.0
1	12026355	0	86.5
1	12027204	0	99.0
1	12033113	0	63.8
1	12033120	0	58.1
1	12052405	0	58.0
1	12056440	0	57.6
1	12058802	0	58.2
1	12062017	0	90.0
1	12062205	0	99.0
1	12065841	0	90.0
1	12066813	0	99.0
1	12067044	0	99.0
1	12067388	0	99.0
1	12069798	0	99.0
1	12071680	0	99.0
1	12082334	0	99.0
1	12082461	0	99.0
1	12091210	0	99.0
1	12175729	0	92.8
1	12198297	0	44.2
1	12401868	0	74.7
1	12418700	0	38.3
1	12442991	0	38.3
1	12567232	0	69.3
1	12628188	0	81.0
1	12628471	0	31.7
1	12632992	0	31.7
1	12638964	0	31.7
1	12639226	0	31.6
1	12640650	0	31.7
1	12776134	0	62.4
1	12776140	0	75.2
1	12776218	0	99.0
1	12776344	0	82.2
1	12779560	0	82.0
1	12779618	0	99.0
1	12785093	0	99.0
1	12785494	0	83.2
1	12785749	0	99.0
1	12786070	0	99.0
1	12799736	0	99.0
1	12819063	0	97.3
1	12820870	0	99.0
1	12835868	0	75.2
1	12837634	0	99.0
1	12837840	0	72.2
1	12853750	0	72.0
1	12853805	0	99.0
1	12854530	0	99.0
1	12854713	0	95.1
1	12854842	0	99.0
1	12855835	0	99.0
1	12855845	0	89.3
1	12856010	0	89.3
1	12856111	0	99.0
1	12884615	0	99.0
1	12886684	0	99.0
1	12886938	0	90.1
1	12887054	0	99.0
1	12887549	0	99.0
1	12888207	0	99.0
1	12888706	0	99.0
1	12888752	0	99.0
1	12888795	0	99.0
1	12888840	0	99.0
1	12889003	0	90.7
1	12898045	0	99.0
1	12898378	0	99.0
1	12898445	0	99.0
1	12898472	0	99.0
1	12898654	0	99.0
1	12898798	0	99.0
1	12898953	0	99.0
1	12899010	0	99.0
1	12907837	0	99.0
1	12907885	0	99.0
1	12919350	0	99.0
1	12919422	0	99.0
1	12919423	0	99.0
1	12919963	0	99.0
1	12921642	0	99.0
1	12921716	0	99.0
1	12939210	0	99.0
1	12941438	0	99.0
1	12942119	0	99.0
1	12942384	0	99.0
1	12942526	0	99.0
1	12942645	0	99.0
1	12942710	0	99.0
1	12942713	0	99.0
1	12942730	0	99.0
1	12942862	0	88.8
1	12979729	0	99.0
1	12979845	0	99.0
1	13001312	0	99.0
1	13014397	0	97.1
1	13036587	0	96.9
1	13036654	0	99.0
1	13052789	0	99.0
1	13052871	0	99.0
1	13052907	0	99.0
1	13141835	0	99.0
1	13171797	0	87.3
1	13173016	0	99.0
1	13182899	0	99.0
1	13182929	0	99.0
1	13183439	0	99.0
1	13183966	0	99.0
1	13218776	0	99.0
1	13353910	0	84.8
1	13365596	0	89.6
1	13365640	0	99.0
1	13365747	0	99.0
1	13365776	0	99.0
1	13368030	0	99.0
1	13379194	0	99.0
1	13379281	0	39.7
1	13448283	0	39.6
1	13448351	0	36.7
1	13497520	0	36.7
1	13645617	0	36.8
1	13695816	0	70.7
1	13719052	0	90.4
1	13910417	0	53.1
1	13933855	0	83.8
1	13936822	0	99.0
1	13937089	0	98.9
1	13940864	0	82.5
1	14143003	0	13.7
1	14149505	1	12.7
1	14149601	1	13.8
1	14149622	1	13.8
1	14149844	1	13.8
1	15018660	1	13.8
1	15118169	1	25.6
1	15157864	1	30.0
1	15390145	1	31.5
1	15427934	1	42.5
1	15447444	1	48.8
1	15447498	1	54.0
1	15494829	1	54.0
1	15497727	1	63.6
1	15518174	1	64.7
1	15518469	1	73.5
1	15519417	1	73.7
1	15541537	1	73.7
1	15546077	1	73.4
1	15563404	1	73.8
1	15564014	1	76.2
1	15578114	1	76.3
1	15578122	1	77.0
1	15578195	1	77.0
1	15616139	1	76.9
1	15616183	1	67.8
1	15687059	1	67.8
1	15702297	1	67.4
1	15707137	1	74.7
1	15707984	1	83.5
1	15708540	1	87.0
1	15709555	1	88.6
1	15709669	1	89.4
1	15710411	1	89.1
1	15723843	1	85.7
1	15724003	1	79.4
1	15724033	1	79.4
1	15754484	1	79.4
1	15769876	1	71.8
1	15769879	1	83.7
1	15770101	1	83.8
1	15772057	1	83.9
1	15783106	1	82.4
1	15783107	1	99.0
1	15783108	1	99.0
1	15783111	1	99.0
1	15783113	1	99.0
1	15783114	1	99.0
1	15783115	1	99.0
1	15783116	1	99.0
1	15783117	1	99.0
1	15783645	1	99.0
1	15788269	1	91.3
1	15798316	1	80.4
1	15808198	1	77.9
1	15808289	1	91.2
1	15808702	1	92.2
1	15808872	1	95.1
1	15809706	1	95.5
1	15809876	1	94.6
1	15812432	1	93.8
1	15813751	1	87.6
1	15813969	1	85.8
1	15832383	1	85.1
1	15832543	1	83.1
1	15834297	1	83.4
1	15834491	1	83.7
1	15844615	1	83.4
1	15844926	1	76.9
1	15873386	1	76.7
1	15874961	1	72.6
1	15893862	1	72.6
1	15909547	1	70.6
1	15909850	1	70.4
1	15953103	1	70.4
1	15959886	1	64.6
1	16046109	1	63.8
1	16096934	1	59.7
1	16161867	1	60.3
1	16162186	1	63.4
1	16242620	1	63.4
1	16245362	1	70.3
1	16255644	1	72.1
1	16256007	1	80.9
1	16259813	1	81.6
1	16260916	1	86.4
1	16262404	1	88.6
1	16263452	1	90.4
1	16264264	1	90.8
1	16265422	1	89.8
1	16271180	1	86.9
1	16272250	1	82.7
1	16274769	1	82.1
1	16296513	1	78.7
1	16296519	1	75.9
1	16316516	1	75.9
1	16316631	1	84.6
1	16317706	1	85.1
1	16319862	1	86.6
1	16319957	1	88.1
1	16320028	1	88.0
1	16321240	1	87.6
1	16358520	1	81.1
1	16359052	1	78.8
1	16362621	1	79.7
1	16363042	1	82.9
1	16371067	1	83.0
1	16372003	1	87.5
1	16372911	1	91.9
1	16372971	1	99.0
1	16373124	1	99.0
1	16373282	1	99.0
1	16374330	1	99.0
1	16374533	1	99.0
1	16374622	1	99.0
1	16374656	1	99.0
1	16375063	1	99.0
1	16375838	1	99.0
1	16376231	1	99.0
1	16376233	1	99.0
1	16376235	1	99.0
1	16376236	1	99.0
1	16376237	1	99.0
1	16376239	1	99.0
1	16376278	1	99.0
1	16376319	1	99.0
1	16376458	1	99.0
1	16376831	1	99.0
1	16377108	1	99.0
1	16379008	1	97.8
1	16380196	1	92.4
1	16382086	1	92.2
1	16382791	1	95.5
1	16382877	1	99.0
1	16382880	1	99.0
1	16383267	1	99.0
1	16383448	1	99.0
1	16383515	1	99.0
1	16383668	1	99.0
1	16383742	1	99.0
1	16385980	1	99.0
1	16386008	1	98.5
1	16386416	1	98.7
1	16386447	1	97.6
1	16388556	1	97.3
1	16388565	1	88.6
1	16388646	1	88.6
1	16388709	1	87.7
1	16451767	1	86.4
1	16464673	1	68.3
1	16474701	1	72.3
1	16474844	1	79.2
1	16475123	1	79.3
1	16475126	1	79.2
1	16525056	1	79.2
1	16525549	1	81.0
1	16525887	1	83.2
1	16528233	1	84.0
1	16529117	1	86.9
1	16532803	1	87.3
1	16532848	1	90.0
1	16534002	1	90.1
1	16534255	1	87.9
1	16534646	1	86.9
1	16534730	1	84.2
1	16543175	1	83.2
1	16731510	1	66.4
1	16731646	1	62.2
1	16778265	1	62.2
1	16802890	1	65.3
1	16812082	1	71.4
1	16812091	1	83.8
1	16812402	1	83.8
1	16813066	1	84.2
1	16817143	1	83.6
1	16817310	1	78.9
1	16862282	1	78.6
1	16862454	1	82.1
1	16862461	1	82.9
1	16863126	1	82.9
1	16863143	1	82.7
1	16890283	1	82.6
1	16890421	1	90.3
1	16890598	1	93.8
1	16890760	1	98.2
1	16890852	1	99.0
1	16891003	1	99.0
1	16891074	1	99.0
1	16891243	1	99.0
1	16891963	1	99.0
1	16892407	1	99.0
1	16892419	1	99.0
1	16892561	1	99.0
1	16892811	1	99.0
1	16893335	1	99.0
1	16893441	1	99.0
1	16893884	1	99.0
1	16894080	1	99.0
1	16894082	1	99.0
1	16894084	1	99.0
1	16894181	1	99.0
1	16894664	1	99.0
1	16894799	1	99.0
1	16895634	1	98.2
1	16901247	1	91.1
1	16901668	1	92.6
1	16902232	1	96.2
1	16902375	1	99.0
1	16902389	1	99.0
1	16902426	1	99.0
1	16902542	1	99.0
1	16902568	1	99.0
1	16902727	1	99.0
1	16903150	1	99.0
1	16904073	1	99.0
1	16904121	1	99.0
1	16904160	1	99.0
1	16904447	1	99.0
1	16905978	1	99.0
1	16907110	1	95.6
1	16907124	1	99.0
1	16907328	1	99.0
1	16907854	1	99.0
1	16907871	1	99.0
1	16908275	1	99.0
1	16908555	1	99.0
1	16908867	1	99.0
1	16909651	1	99.0
1	16909820	1	99.0
1	16910595	1	99.0
1	16910635	1	99.0
1	16911684	1	99.0
1	16912330	1	95.9
1	16914139	1	94.7
1	16914252	1	94.9
1	16916569	1	94.9
1	16916603	1	99.0
1	16916702	1	99.0
1	16916754	1	99.0
1	16916823	1	99.0
1	16918502	1	99.0
1	16918611	1	95.0
1	16918734	1	94.7
1	16919152	1	93.5
1	16934905	1	88.5
1	16935283	1	80.3
1	16944617	1	80.4
1	16945065	1	86.5
1	16946434	1	87.8
1	16948473	1	89.6
1	16948474	1	94.5
1	16948722	1	94.5
1	16952481	1	93.5
1	16952510	1	92.5
1	16952764	1	92.6
1	16952993	1	91.7
1	16953121	1	89.8
1	16956467	1	88.0
1	16957446	1	74.7
1	16958833	1	72.5
1	16959612	1	68.6
1	16969246	1	66.0
1	16972940	1	54.3
1	16973152	1	51.5
1	16973184	1	51.2
1	16973919	1	51.1
1	16974666	1	47.5
1	16974786	1	43.6
1	16974869	1	42.7
1	16975002	1	41.4
1	16975230	1	38.4
1	16975868	1	33.5
1	16976451	1	25.9
1	17007855	1	21.3
1	17012241	0	4.6
1	17013189	0	39.4
1	17013945	0	67.2
1	17013974	0	99.0
1	17014081	0	99.0
1	17017675	0	99.0
1	17022952	0	99.0
1	17023182	0	99.0
1	17023511	0	99.0
1	17023569	0	99.0
1	17026551	0	92.9
1	17029513	0	99.0
1	17030325	0	99.0
1	17033758	0	99.0
1	17033854	0	99.0
1	17046361	0	99.0
1	17046456	0	99.0
1	17046595	0	99.0
1	17046613	0	99.0
1	17046698	0	99.0
1	17046796	0	99.0
1	17046831	0	81.2
1	17083671	0	80.6
1	17083685	0	99.0
1	17084815	0	99.0
1	17085502	0	89.8
1	17085671	0	99.0
1	17085834	0	99.0
1	17087365	0	99.0
1	17087465	0	99.0
1	17181901	0	99.0
1	17185437	0	96.3
1	17195145	0	99.0
1	17195523	0	99.0
1	17197336	0	99.0
1	17197345	0	79.8
1	17197724	0	79.7
1	17198698	0	99.0
1	17198765	0	99.0
1	17198832	0	99.0
1	17215654	0	99.0
